age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
25,M,Caucasian,25 - 45,Low,Female,0,-1,3,0,0,1/15/2014 11:55,1/16/2014 2:31
32,F,African-American,25 - 45,High,Male,7,0,9,1,1,2/27/2013 5:00,4/5/2013 6:02
21,F,African-American,Less than 25,Medium,Male,0,0,6,1,1,12/2/2013 1:21,12/2/2013 9:23
35,M,Caucasian,25 - 45,Medium,Female,1,-30,5,0,0,9/9/2013 12:52,10/8/2013 8:55
37,F,Caucasian,25 - 45,Medium,Male,0,-1,5,0,0,2/18/2013 12:07,6/25/2013 7:31
33,F,African-American,25 - 45,Low,Female,2,0,2,0,0,10/22/2013 4:22,10/22/2013 7:31
51,F,Caucasian,Greater than 45,Low,Female,4,-11,3,0,0,1/24/2013 7:21,2/1/2013 9:41
39,F,Caucasian,25 - 45,Low,Male,3,-1,4,1,0,4/17/2013 9:27,4/20/2013 7:47
35,M,Hispanic,25 - 45,Medium,Male,5,-1,6,1,1,3/26/2013 5:31,3/28/2013 8:56
40,F,African-American,25 - 45,Medium,Male,3,-1,7,0,0,5/18/2013 9:53,5/31/2013 10:07
32,F,African-American,25 - 45,High,Male,17,0,8,1,1,10/12/2014 1:45,10/12/2014 8:23
32,F,Caucasian,25 - 45,Medium,Male,3,0,6,1,1,5/12/2013 12:51,5/12/2013 7:01
37,M,Other,25 - 45,Low,Male,0,-1,1,0,0,11/24/2013 8:53,11/25/2013 8:20
32,F,African-American,25 - 45,Medium,Male,10,-1,6,1,1,10/25/2014 10:02,10/26/2014 1:48
47,M,Caucasian,Greater than 45,Low,Male,5,0,3,1,1,8/14/2013 5:45,8/14/2013 9:05
23,M,Caucasian,Less than 25,Medium,Female,0,-1,7,0,0,1/13/2013 4:51,1/14/2013 1:37
63,F,Caucasian,Greater than 45,Low,Male,10,0,4,1,1,10/3/2013 2:28,10/5/2013 4:18
38,F,African-American,25 - 45,High,Male,16,-1,9,1,1,5/16/2013 5:17,1/13/2014 2:08
32,M,African-American,25 - 45,Medium,Male,6,-1,5,1,1,4/27/2013 1:09,4/29/2013 3:59
31,F,African-American,25 - 45,High,Male,4,-1,8,1,1,12/7/2013 4:12,12/31/2013 8:45
23,F,African-American,Less than 25,Low,Male,0,0,3,0,0,4/20/2013 2:46,4/21/2013 4:15
38,M,Hispanic,25 - 45,Medium,Male,1,-1,5,0,0,5/27/2013 6:31,9/30/2013 12:05
47,M,Caucasian,Greater than 45,Low,Female,0,-3,1,0,0,7/26/2013 4:10,7/26/2013 6:52
33,F,Caucasian,25 - 45,High,Male,1,-1,8,1,1,6/27/2014 3:19,7/7/2014 6:02
22,F,Caucasian,Less than 25,Low,Male,1,-11,4,1,0,6/24/2013 9:31,7/3/2013 9:11
40,M,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,12/30/2013 11:04,12/31/2013 1:24
36,F,African-American,25 - 45,Medium,Male,14,-1,7,1,1,4/24/2013 6:26,10/15/2013 3:40
65,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,5/7/2013 2:20,5/8/2013 3:00
22,M,African-American,Less than 25,Low,Female,0,-1,3,0,0,8/23/2013 5:49,8/24/2013 8:38
34,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,4/1/2013 4:50,4/1/2013 6:11
38,F,Hispanic,25 - 45,Low,Female,0,-1,1,0,0,11/2/2013 6:52,11/3/2013 4:33
26,F,Caucasian,25 - 45,Low,Female,4,-2,3,1,1,2/17/2013 11:29,2/18/2013 1:22
20,M,Hispanic,Less than 25,Low,Male,0,-1,4,1,1,3/15/2014 7:16,4/7/2014 8:32
49,F,Hispanic,Greater than 45,Low,Male,0,-3,1,0,0,4/26/2013 11:44,4/27/2013 1:18
52,F,Caucasian,Greater than 45,High,Male,2,0,9,1,1,12/4/2013 4:38,12/9/2013 3:02
25,M,Other,25 - 45,Low,Male,2,-1,2,1,1,1/9/2013 8:52,1/10/2013 8:27
34,F,African-American,25 - 45,Low,Male,5,-1,1,0,0,2/15/2014 5:36,2/19/2014 7:34
33,M,African-American,25 - 45,Low,Male,1,-1,1,1,1,1/31/2014 7:44,2/1/2014 10:06
21,F,African-American,Less than 25,Medium,Male,1,-1,7,0,0,1/27/2014 7:40,1/28/2014 1:36
46,F,African-American,Greater than 45,Low,Male,9,-1,4,0,0,10/23/2013 11:12,10/28/2013 12:40
57,M,Caucasian,Greater than 45,Low,Male,1,-1,4,0,0,5/2/2013 2:18,5/3/2013 7:15
22,F,African-American,Less than 25,Low,Male,2,0,3,1,1,3/9/2013 3:05,3/9/2013 8:16
48,M,Caucasian,Greater than 45,Low,Female,1,-1,1,1,1,7/5/2014 6:25,7/7/2014 1:21
40,F,African-American,25 - 45,Medium,Male,21,-1,5,0,0,5/22/2013 7:09,6/21/2013 5:30
30,F,African-American,25 - 45,Low,Female,1,-1,2,0,0,3/15/2013 11:21,3/16/2013 7:55
21,M,Caucasian,Less than 25,Medium,Male,4,-1,7,1,1,12/16/2013 3:44,1/18/2014 5:14
39,F,African-American,25 - 45,High,Female,22,-1,10,1,1,2/8/2014 9:20,2/12/2014 9:20
33,M,Caucasian,25 - 45,Medium,Female,0,-1,6,1,1,2/13/2013 5:26,2/14/2013 9:27
24,F,African-American,Less than 25,Low,Male,0,0,3,0,0,3/22/2013 12:42,3/22/2013 1:31
43,F,African-American,25 - 45,Low,Male,0,-1,1,1,1,1/22/2013 6:16,1/23/2013 10:40
45,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,10/19/2013 5:10,10/20/2013 8:38
51,F,African-American,Greater than 45,Low,Male,3,-18,3,0,0,8/22/2013 2:08,8/24/2013 5:03
31,M,African-American,25 - 45,Medium,Male,9,-1,7,1,1,1/27/2014 10:03,1/28/2014 8:12
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,5/7/2013 11:30,5/9/2013 4:30
32,F,African-American,25 - 45,Low,Male,1,-1,2,0,0,1/16/2014 11:12,1/17/2014 9:32
49,M,Caucasian,Greater than 45,Low,Male,0,-3,1,0,0,8/23/2013 11:31,8/24/2013 2:16
29,F,African-American,25 - 45,Low,Male,2,-1,3,0,0,8/18/2013 7:04,9/14/2013 8:47
23,F,African-American,Less than 25,Medium,Male,2,-1,6,1,1,2/5/2014 5:49,2/6/2014 9:10
30,M,Asian,25 - 45,Low,Male,6,-1,3,1,0,2/15/2013 4:08,2/16/2013 1:20
30,M,Caucasian,25 - 45,Low,Male,0,0,4,0,0,1/19/2013 2:18,3/16/2013 11:21
34,F,African-American,25 - 45,Low,Male,13,-1,4,1,1,11/24/2014 7:10,11/25/2014 2:33
33,F,African-American,25 - 45,Medium,Male,4,0,6,0,0,9/25/2013 12:23,9/25/2013 8:09
28,M,African-American,25 - 45,Low,Male,1,-1,2,0,0,8/18/2013 7:25,8/19/2013 9:01
29,F,African-American,25 - 45,High,Male,1,-1,8,0,0,3/21/2013 5:39,5/1/2013 2:42
38,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,3/15/2014 11:22,3/16/2014 8:27
37,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,3/24/2014 9:41,3/25/2014 8:54
33,M,Caucasian,25 - 45,Low,Female,0,-1,1,1,1,11/26/2013 11:39,11/27/2013 9:26
30,F,Hispanic,25 - 45,Low,Male,0,0,2,0,0,2/24/2013 4:24,2/24/2013 6:38
51,F,African-American,Greater than 45,High,Male,19,-1,9,0,0,4/8/2013 6:47,4/21/2013 11:55
65,M,African-American,Greater than 45,Medium,Male,7,-1,5,0,0,10/23/2013 4:20,10/24/2013 2:07
32,M,African-American,25 - 45,Low,Female,1,-1,1,0,0,12/15/2013 5:33,12/16/2013 1:04
38,F,Caucasian,25 - 45,Medium,Male,5,-2,7,1,1,4/6/2013 12:29,4/6/2013 12:59
35,F,African-American,25 - 45,Low,Male,1,-1,4,0,0,1/16/2013 11:55,1/17/2013 7:15
57,F,Caucasian,Greater than 45,Low,Male,1,-26,1,0,0,5/17/2013 10:57,5/18/2013 4:35
26,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,1/24/2013 12:37,1/24/2013 10:48
36,M,African-American,25 - 45,Medium,Female,4,-1,6,1,1,5/5/2014 7:23,5/7/2014 3:34
33,F,Hispanic,25 - 45,Low,Female,2,-10,4,1,1,6/2/2013 7:34,6/11/2013 9:15
35,F,Caucasian,25 - 45,Medium,Male,3,-1,5,1,1,12/11/2014 4:17,12/12/2014 8:48
33,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,12/12/2013 3:14,12/13/2013 1:14
47,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,5/5/2013 4:15,5/6/2013 12:09
53,M,Hispanic,Greater than 45,Low,Female,0,-1,1,0,0,8/23/2013 5:20,8/24/2013 2:07
35,M,Caucasian,25 - 45,Low,Male,1,-15,4,1,1,6/11/2014 1:41,6/15/2014 7:38
36,F,African-American,25 - 45,Low,Female,1,-1,3,1,1,4/29/2014 7:18,4/30/2014 1:35
25,M,Caucasian,25 - 45,Low,Female,0,-1,3,0,0,12/25/2013 1:14,12/26/2013 1:09
52,F,Hispanic,Greater than 45,Medium,Male,10,0,6,0,0,3/20/2013 2:15,8/16/2013 4:04
51,F,Caucasian,Greater than 45,Low,Male,6,0,3,1,1,10/31/2014 3:07,11/2/2014 9:34
24,F,African-American,Less than 25,High,Male,8,-1,8,1,1,10/26/2014 10:28,5/29/2015 7:52
32,F,Caucasian,25 - 45,Low,Male,0,-1,2,1,1,4/29/2014 7:01,4/30/2014 1:40
43,F,African-American,25 - 45,Medium,Male,8,-1,7,1,1,4/19/2013 8:41,4/3/2014 6:23
45,M,African-American,Greater than 45,Medium,Male,20,-1,7,1,0,2/4/2013 7:35,3/23/2013 5:13
42,M,African-American,25 - 45,Medium,Male,10,-1,5,1,1,5/26/2014 11:28,5/27/2014 8:41
22,F,African-American,Less than 25,Medium,Male,1,-1,7,1,1,10/13/2014 5:23,10/19/2014 9:32
49,F,African-American,Greater than 45,Low,Male,4,-26,4,0,0,9/20/2013 5:43,9/21/2013 9:04
42,F,African-American,25 - 45,Low,Male,0,-3,1,1,1,12/17/2014 10:52,1/20/2015 9:05
40,M,Caucasian,25 - 45,High,Male,0,-1,8,1,1,11/19/2014 3:55,12/19/2014 1:16
25,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,2/11/2013 11:27,2/12/2013 8:21
25,M,Caucasian,25 - 45,Medium,Male,0,-1,5,1,1,12/27/2013 1:59,12/29/2013 7:34
23,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,3/18/2013 9:03,3/20/2013 10:13
21,F,Caucasian,Less than 25,Medium,Male,2,-1,7,1,1,5/10/2014 8:15,5/11/2014 8:23
31,M,Caucasian,25 - 45,Medium,Male,3,0,5,0,0,1/21/2014 1:48,1/21/2014 8:50
28,M,African-American,25 - 45,Low,Female,0,0,2,0,0,12/19/2013 3:23,12/20/2013 2:03
24,F,African-American,Less than 25,High,Male,11,-1,9,1,1,9/23/2013 6:45,11/13/2013 9:53
45,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,3/4/2013 4:31,4/10/2013 5:02
23,M,African-American,Less than 25,Low,Male,2,-1,4,1,1,7/11/2014 1:42,7/12/2014 8:01
39,F,African-American,25 - 45,High,Male,7,0,8,1,1,3/31/2013 2:37,3/31/2013 6:29
24,F,African-American,Less than 25,Low,Male,1,-1,2,0,0,1/2/2014 8:32,1/3/2014 1:34
46,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,6/6/2013 2:04,6/7/2013 4:35
47,F,Caucasian,Greater than 45,Low,Male,3,-1,1,0,0,1/10/2013 4:27,1/12/2013 5:11
22,M,African-American,Less than 25,Low,Male,1,-1,4,1,1,5/9/2013 5:58,5/10/2013 5:00
34,M,Caucasian,25 - 45,Low,Female,0,-2,2,0,0,8/18/2013 4:06,8/19/2013 6:27
33,M,Caucasian,25 - 45,Low,Male,0,0,1,1,1,1/18/2013 6:35,1/18/2013 8:55
29,F,African-American,25 - 45,High,Male,16,-1,10,1,1,11/8/2013 8:55,11/9/2013 2:08
34,M,Hispanic,25 - 45,Low,Male,3,-6,2,0,0,7/17/2013 3:59,7/22/2013 9:39
29,M,African-American,25 - 45,Medium,Male,0,0,6,0,0,4/13/2013 7:45,4/14/2013 7:39
25,M,Caucasian,25 - 45,Low,Female,2,-1,3,1,1,8/6/2014 12:07,8/7/2014 8:49
34,F,Caucasian,25 - 45,Medium,Male,16,-1,6,1,1,1/11/2014 7:02,1/12/2014 8:16
55,F,African-American,Greater than 45,Low,Female,1,-1,1,0,0,4/18/2013 8:53,4/19/2013 7:50
27,F,African-American,25 - 45,Low,Male,0,-1,4,1,1,10/19/2013 10:42,10/20/2013 7:54
26,M,African-American,25 - 45,Low,Male,0,-1,3,0,0,2/22/2013 6:44,2/23/2013 8:31
39,F,African-American,25 - 45,High,Male,19,-1,9,1,1,4/20/2013 6:19,10/17/2013 5:09
24,F,African-American,Less than 25,Medium,Male,1,0,7,0,0,1/11/2014 4:54,1/11/2014 7:57
29,M,Caucasian,25 - 45,Low,Male,0,0,2,0,0,2/16/2013 4:44,2/17/2013 1:53
50,F,African-American,Greater than 45,Low,Male,13,0,1,1,1,2/9/2013 5:51,10/10/2013 4:40
25,F,Hispanic,25 - 45,Medium,Male,2,-1,5,1,1,4/30/2014 12:25,5/1/2014 9:58
31,F,African-American,25 - 45,Medium,Male,4,-12,5,1,1,6/25/2014 8:30,6/27/2014 8:56
31,M,Other,25 - 45,Low,Male,0,-1,2,0,0,7/24/2013 2:09,7/24/2013 7:18
26,F,Caucasian,25 - 45,Medium,Male,2,-1,6,1,0,1/29/2013 7:52,1/30/2013 1:21
54,F,Caucasian,Greater than 45,Low,Male,2,0,2,0,0,9/15/2013 1:38,12/21/2013 4:45
33,F,African-American,25 - 45,High,Male,14,-1,8,1,1,1/18/2014 9:19,1/19/2014 8:18
22,M,African-American,Less than 25,Low,Male,0,-1,4,1,1,4/24/2014 6:44,4/25/2014 1:46
35,F,African-American,25 - 45,High,Male,8,0,9,1,0,3/2/2013 2:57,10/27/2013 5:59
30,F,Other,25 - 45,Medium,Female,4,-27,7,1,1,4/26/2013 10:29,4/28/2013 5:17
25,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,3/25/2014 6:30,3/26/2014 1:51
25,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,2/6/2013 3:18,2/6/2013 7:56
44,F,African-American,25 - 45,Low,Male,0,-1,2,1,1,12/2/2014 5:39,12/3/2014 1:17
29,F,Caucasian,25 - 45,Medium,Female,2,-1,7,1,1,11/1/2013 7:45,11/10/2013 4:38
46,F,Caucasian,Greater than 45,Low,Male,2,-23,3,1,1,2/4/2014 4:00,2/6/2014 9:39
53,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,11/4/2013 2:03,11/8/2013 9:12
24,F,African-American,Less than 25,Medium,Male,2,-1,7,1,1,3/14/2014 11:06,3/16/2014 9:20
52,F,African-American,Greater than 45,Low,Female,2,-1,1,1,1,11/2/2013 7:17,11/3/2013 9:09
27,M,African-American,25 - 45,Low,Male,0,-1,2,1,1,11/4/2014 6:55,11/5/2014 1:21
41,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,11/2/2013 4:53,11/3/2013 12:58
21,F,African-American,Less than 25,Medium,Female,0,-2,5,1,1,7/13/2013 4:16,7/14/2013 2:08
24,F,Caucasian,Less than 25,Low,Male,1,0,4,0,0,9/27/2013 4:19,9/27/2013 8:59
23,M,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,12/25/2013 1:48,12/26/2013 1:13
42,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,5/22/2013 1:03,5/23/2013 4:44
24,F,African-American,Less than 25,High,Male,5,-1,8,1,1,3/20/2014 6:41,3/21/2014 11:27
26,F,African-American,25 - 45,High,Male,4,-1,8,1,1,9/5/2014 8:38,9/6/2014 7:27
50,F,Caucasian,Greater than 45,Low,Male,9,-1,3,1,1,4/11/2013 7:29,6/10/2014 6:16
32,M,African-American,25 - 45,Medium,Female,3,-1,6,0,0,3/8/2014 8:03,3/9/2014 12:18
40,F,African-American,25 - 45,High,Male,13,-1,9,0,0,9/24/2013 7:30,9/25/2013 8:13
27,F,African-American,25 - 45,Low,Male,2,0,3,0,0,3/28/2013 1:22,3/28/2013 8:31
23,F,Caucasian,Less than 25,High,Male,0,-1,9,1,1,12/1/2013 11:49,12/2/2013 9:10
37,M,African-American,25 - 45,High,Male,22,-1,9,1,1,10/16/2014 9:28,10/18/2014 3:05
32,M,African-American,25 - 45,Low,Male,1,-1,4,1,1,4/6/2013 5:35,4/10/2013 5:02
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,1,1,3/23/2013 8:58,3/25/2013 1:25
29,F,Caucasian,25 - 45,Low,Male,2,-1,2,0,0,8/18/2013 8:19,8/22/2013 3:45
49,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,1/3/2013 2:58,1/3/2013 7:35
50,F,Caucasian,Greater than 45,Low,Male,0,-2,1,0,0,2/2/2014 5:06,2/4/2014 12:04
26,F,Caucasian,25 - 45,Low,Male,2,0,2,1,1,10/23/2013 12:29,10/23/2013 8:21
34,F,Caucasian,25 - 45,High,Female,0,-1,8,1,1,12/30/2014 4:58,1/30/2015 10:55
28,F,Caucasian,25 - 45,Medium,Female,1,-1,7,1,0,2/1/2013 10:36,2/11/2013 6:46
30,F,African-American,25 - 45,Low,Male,0,0,3,1,1,3/12/2013 2:19,3/12/2013 6:58
24,F,African-American,Less than 25,Low,Male,3,-1,4,1,1,2/18/2014 4:57,2/20/2014 2:25
25,M,African-American,25 - 45,Low,Male,0,0,2,1,1,12/10/2014 1:56,12/10/2014 8:00
25,M,African-American,25 - 45,Low,Male,4,-1,3,1,1,11/18/2014 7:32,11/27/2014 8:30
45,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,2/24/2013 11:48,2/25/2013 6:52
26,F,Caucasian,25 - 45,Medium,Male,1,-1,7,1,1,3/17/2014 1:03,3/20/2014 1:49
37,F,Other,25 - 45,Low,Male,2,-1,1,0,0,3/17/2013 11:28,4/15/2013 11:25
24,M,Hispanic,Less than 25,Low,Male,0,-1,2,0,0,3/21/2014 9:50,3/23/2014 9:11
40,M,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,3/22/2013 11:22,3/24/2013 5:59
33,F,Hispanic,25 - 45,Low,Female,0,-2,2,0,0,6/2/2013 4:46,6/3/2013 2:11
53,F,Hispanic,Greater than 45,Low,Male,18,0,2,0,0,9/6/2013 3:05,9/7/2013 5:14
55,M,Hispanic,Greater than 45,Low,Male,0,-7,1,0,0,3/19/2014 11:32,3/25/2014 6:06
30,F,Other,25 - 45,High,Male,6,-1,9,1,1,10/24/2013 7:05,11/11/2013 2:16
21,F,African-American,Less than 25,Medium,Male,1,-15,7,1,1,7/16/2014 7:00,7/31/2014 11:36
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,12/6/2013 11:16,12/7/2013 7:45
22,F,Caucasian,Less than 25,Low,Male,1,-1,3,1,1,2/15/2013 11:39,2/16/2013 1:26
23,F,African-American,Less than 25,Low,Female,1,-6,3,0,0,2/27/2013 9:17,2/28/2013 7:44
57,F,Caucasian,Greater than 45,Low,Male,9,-1,4,1,1,2/11/2014 12:56,4/11/2014 3:35
33,M,Caucasian,25 - 45,Low,Male,0,-2,3,1,1,9/28/2013 5:27,9/29/2013 2:36
32,F,Caucasian,25 - 45,Low,Male,2,0,1,0,0,5/29/2013 4:36,5/30/2013 4:49
47,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,9/8/2013 1:42,9/21/2013 4:20
51,M,Caucasian,Greater than 45,Low,Male,6,11,1,1,1,7/8/2013 12:32,7/27/2013 2:06
22,F,African-American,Less than 25,Medium,Male,1,-1,6,0,0,8/8/2013 1:54,8/9/2013 8:15
47,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,2/19/2014 5:36,2/21/2014 4:14
28,F,Caucasian,25 - 45,Low,Male,1,-21,1,1,1,2/27/2014 1:06,2/27/2014 1:18
28,F,African-American,25 - 45,High,Male,5,-1,8,0,0,8/9/2013 10:07,9/13/2013 7:58
44,M,Caucasian,25 - 45,Low,Female,1,0,1,1,1,6/3/2014 1:15,6/9/2014 9:06
25,F,African-American,25 - 45,Low,Male,0,0,4,1,1,5/8/2013 12:23,5/11/2013 4:23
34,M,African-American,25 - 45,Low,Male,4,-1,2,0,0,2/11/2014 9:02,2/12/2014 8:26
65,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,2/22/2013 4:53,2/23/2013 4:06
33,F,Caucasian,25 - 45,Medium,Male,5,0,6,1,1,2/5/2013 2:32,6/4/2013 9:05
23,M,Caucasian,Less than 25,Low,Female,0,-1,3,0,0,3/23/2013 9:45,3/24/2013 6:30
44,M,Caucasian,25 - 45,Low,Female,0,-2,1,0,0,1/25/2014 2:52,1/26/2014 2:01
24,M,African-American,Less than 25,Low,Male,1,-1,3,0,0,1/21/2013 11:07,1/22/2013 1:58
51,M,Caucasian,Greater than 45,Low,Male,1,-1,2,0,0,11/30/2013 6:59,12/1/2013 12:41
21,F,African-American,Less than 25,High,Female,0,-1,8,1,1,4/20/2013 11:44,4/22/2013 6:49
39,F,Caucasian,25 - 45,Medium,Male,6,-1,6,0,0,9/16/2013 4:22,9/17/2013 1:52
29,F,African-American,25 - 45,High,Male,29,-1,8,1,1,10/6/2014 7:50,10/11/2014 8:37
24,F,Caucasian,Less than 25,Medium,Male,1,-5,6,0,0,11/28/2013 9:36,11/29/2013 1:37
23,F,African-American,Less than 25,Medium,Female,0,-1,5,1,1,1/10/2013 5:54,1/12/2013 12:41
31,F,African-American,25 - 45,High,Male,11,0,10,1,1,8/27/2014 12:36,8/27/2014 1:58
35,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,12/22/2013 7:28,12/23/2013 1:00
30,F,Other,25 - 45,Low,Male,0,-1,1,0,0,12/6/2013 7:43,12/7/2013 5:08
39,F,African-American,25 - 45,Medium,Female,4,-3,6,0,0,8/2/2013 5:56,8/5/2013 11:16
51,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,10/5/2013 3:53,10/6/2013 8:40
22,F,Caucasian,Less than 25,Medium,Male,1,-1,7,0,0,5/15/2013 10:31,1/7/2014 5:52
29,F,Caucasian,25 - 45,Low,Male,2,-24,2,0,0,10/15/2013 9:16,11/7/2013 8:56
32,F,Caucasian,25 - 45,Low,Male,6,-1,2,1,1,2/18/2013 11:11,2/21/2013 6:11
33,M,Caucasian,25 - 45,Low,Male,3,-16,4,1,1,3/3/2013 11:33,3/15/2013 6:19
58,F,Caucasian,Greater than 45,Low,Male,5,-1,3,1,1,3/8/2014 4:26,3/9/2014 9:55
54,F,Other,Greater than 45,Low,Male,0,-1,1,0,0,2/20/2013 8:56,3/20/2013 7:19
33,F,African-American,25 - 45,High,Male,2,-1,9,1,1,5/8/2013 1:33,6/5/2013 9:48
48,F,African-American,Greater than 45,Low,Male,10,0,4,0,0,10/1/2013 5:10,3/25/2014 8:17
23,M,African-American,Less than 25,High,Male,0,-1,8,0,0,11/23/2013 5:23,11/26/2013 9:28
23,F,Caucasian,Less than 25,Medium,Male,2,-1,7,1,1,9/18/2013 8:45,10/3/2013 12:14
47,M,Asian,Greater than 45,Low,Male,1,0,1,0,0,10/13/2013 2:20,10/14/2013 7:54
21,F,Other,Less than 25,Low,Male,0,-1,4,0,0,5/1/2013 7:59,5/3/2013 9:30
29,M,African-American,25 - 45,High,Male,0,-1,9,1,1,9/14/2014 10:42,9/16/2014 3:12
48,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,2/24/2014 10:00,2/25/2014 9:19
37,M,Caucasian,25 - 45,Low,Male,4,-1,4,1,1,2/7/2013 9:43,5/1/2013 6:20
50,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,3/27/2013 9:19,4/10/2013 10:26
19,F,African-American,Less than 25,High,Male,3,-1,8,1,1,11/8/2014 5:43,11/10/2014 5:01
49,F,African-American,Greater than 45,Low,Male,13,-1,3,0,0,1/31/2013 8:34,2/1/2013 1:50
58,F,Caucasian,Greater than 45,Medium,Male,2,-1,5,0,0,2/20/2014 7:21,2/25/2014 8:15
31,F,African-American,25 - 45,High,Male,6,0,8,0,0,10/11/2013 4:20,10/11/2013 8:02
23,M,African-American,Less than 25,Medium,Male,1,-1,7,0,0,11/12/2013 1:26,11/13/2013 1:00
23,F,African-American,Less than 25,Low,Female,0,0,3,1,1,5/8/2014 3:24,5/9/2014 2:12
31,F,Caucasian,25 - 45,High,Male,17,-1,8,1,1,10/14/2014 5:29,10/15/2014 8:39
33,F,Other,25 - 45,Low,Male,0,-1,1,1,1,1/2/2013 10:07,3/27/2013 1:38
57,F,Caucasian,Greater than 45,Low,Male,6,-23,2,0,0,9/2/2013 3:00,9/3/2013 7:50
31,M,Caucasian,25 - 45,Low,Female,0,-3,2,0,0,12/13/2013 9:11,12/14/2013 3:44
57,F,African-American,Greater than 45,Medium,Male,19,-1,6,0,0,5/18/2013 8:31,5/21/2013 12:47
57,M,Caucasian,Greater than 45,Medium,Male,12,0,5,0,0,11/11/2013 2:40,11/14/2013 9:18
29,M,African-American,25 - 45,Medium,Male,6,-1,7,1,1,7/16/2014 9:21,7/17/2014 8:04
30,M,African-American,25 - 45,Low,Male,0,0,1,1,1,5/10/2013 2:26,5/10/2013 8:16
45,F,African-American,Greater than 45,Low,Male,11,-1,3,0,0,12/14/2013 9:06,12/15/2013 8:50
42,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,12/15/2013 6:01,12/15/2013 8:40
48,F,Other,Greater than 45,Low,Male,7,-1,2,0,0,5/14/2013 6:11,5/15/2013 2:02
29,F,African-American,25 - 45,High,Male,12,0,8,1,1,5/4/2013 3:56,5/16/2013 9:19
28,F,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,12/1/2013 11:59,12/2/2013 9:37
25,M,African-American,25 - 45,Low,Male,1,-1,2,1,1,4/26/2013 3:45,4/27/2013 7:36
34,M,Caucasian,25 - 45,Medium,Female,3,-1,5,0,0,8/4/2013 9:41,8/14/2013 10:01
27,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,12/12/2013 2:19,12/13/2013 2:51
39,F,African-American,25 - 45,Low,Male,4,0,4,0,0,10/7/2013 4:26,11/16/2013 8:34
27,F,African-American,25 - 45,Medium,Male,4,-1,5,1,1,11/24/2013 12:20,1/14/2014 8:48
30,F,Caucasian,25 - 45,High,Male,7,-1,10,1,1,12/2/2014 11:20,12/3/2014 7:51
31,M,African-American,25 - 45,High,Male,15,-1,10,1,1,1/11/2013 12:15,1/16/2013 5:45
20,M,African-American,Less than 25,High,Male,1,-1,9,1,1,12/23/2014 11:29,12/24/2014 8:59
26,F,Caucasian,25 - 45,High,Male,2,-1,9,1,1,5/24/2014 8:49,5/25/2014 8:41
34,F,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,3/29/2013 7:55,3/30/2013 8:06
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,8/20/2013 10:24,8/21/2013 7:44
29,F,African-American,25 - 45,Low,Male,4,-1,2,1,0,10/9/2013 4:48,10/10/2013 8:39
27,F,African-American,25 - 45,Medium,Male,7,-1,6,0,0,8/23/2013 11:30,8/28/2013 3:25
24,F,Caucasian,Less than 25,High,Female,0,-1,8,0,0,12/31/2013 5:48,1/2/2014 3:47
29,F,African-American,25 - 45,Medium,Male,0,-1,5,1,1,8/5/2013 11:26,8/6/2013 1:01
